rebalance_date,ticker,prediction,target,weight
2024-01-08,PCT,0.03158966,0.03846153846153855,0.1
2024-01-08,POET,0.031298213,0.2469108065603236,0.1
2024-01-08,LFMD,0.030199148,0.05660377358490565,0.1
2024-01-08,TSHA,0.029992566,-0.18478260869565222,0.1
2024-01-08,SMR,0.02934762,-0.09302325581395354,0.1
2024-01-08,REPL,0.029273443,-0.1419213973799126,0.1
2024-01-08,MBLY,0.02826861,-0.09545020680878147,0.1
2024-01-08,COGT,0.02781495,-0.18629173989455194,0.1
2024-01-08,TSSI,0.026615031,0.1923076923076923,0.1
2024-01-08,AVXL,0.026499882,0.0060975609756097615,0.1
2024-01-23,ADM,0.03450566,0.02026381189065174,0.1
2024-01-23,NUTX,0.034236714,-0.17906137184115523,0.1
2024-01-23,ABAT,0.033326462,-0.03202846975088958,0.1
2024-01-23,TGEN,0.028334055,-0.02777777777777779,0.1
2024-01-23,PSIX,0.027761947,0.1208791208791209,0.1
2024-01-23,PHAT,0.02770527,0.0,0.1
2024-01-23,VNET,0.027631368,-0.18229166666666663,0.1
2024-01-23,LNTH,0.027619746,0.047827743902439046,0.1
2024-01-23,POET,0.027328182,0.24324324324324298,0.1
2024-01-23,XPEV,0.027288895,-0.0956790123456791,0.1
2024-02-06,CORZ,0.14896545,-0.00917431192660545,0.1
2024-02-06,CVAC,0.040219527,-0.036619718309859106,0.1
2024-02-06,IHS,0.03886156,-0.03806228373702436,0.1
2024-02-06,SGML,0.03261025,-0.09950946040644704,0.1
2024-02-06,CHTR,0.03218043,-0.010265950117128164,0.1
2024-02-06,HSAI,0.03215376,-0.09557109557109555,0.1
2024-02-06,THR,0.032144263,0.05781249999999982,0.1
2024-02-06,VNET,0.03056262,-0.08280254777070073,0.1
2024-02-06,SYM,0.030111223,0.07860722764442118,0.1
2024-02-06,GDS,0.029568173,0.13210702341137104,0.1
2024-02-21,CORZ,0.15013695,0.18518518518518512,0.1
2024-02-21,HLF,0.037054386,-0.00835322195704058,0.1
2024-02-21,CAR,0.036327515,0.03984575835475579,0.1
2024-02-21,QDEL,0.036018554,-0.13358932902182696,0.1
2024-02-21,SSRM,0.034490265,-0.02882483370288247,0.1
2024-02-21,AUPH,0.030975226,-0.03832752613240431,0.1
2024-02-21,FSLY,0.028910078,-0.08518005540166196,0.1
2024-02-21,HSAI,0.028897904,0.40721649484536093,0.1
2024-02-21,TRUP,0.028872564,0.1750316322226908,0.1
2024-02-21,WW,0.028304968,-0.17934002869440457,0.1
2024-03-06,GRFS,0.04477961,0.14990859232175513,0.1
2024-03-06,COMM,0.041303344,0.28181818181818175,0.1
2024-03-06,UPXI,0.035296265,-0.06604255319148933,0.1
2024-03-06,DAVA,0.03518456,0.07728662774534345,0.1
2024-03-06,HSAI,0.03510239,-0.06959706959706957,0.1
2024-03-06,SSRM,0.032685045,-0.05936073059360725,0.1
2024-03-06,XMTR,0.030706972,0.02766798418972316,0.1
2024-03-06,FL,0.030066572,-0.025577557755775526,0.1
2024-03-06,IAS,0.028727088,0.041980624327233595,0.1
2024-03-06,HLF,0.028423563,0.07099879663056563,0.1
2024-03-20,MVST,0.035749666,-0.24318773106942349,0.1
2024-03-20,AMLX,0.034619823,-0.12121212121212133,0.1
2024-03-20,PGY,0.03329526,-0.022705771050141932,0.1
2024-03-20,BNED,0.030979656,0.14634146341463405,0.1
2024-03-20,DAVA,0.030975133,-0.1050322580645161,0.1
2024-03-20,WW,0.02946512,-0.2407407407407408,0.1
2024-03-20,JKS,0.028158229,-0.04297188755020087,0.1
2024-03-20,COMM,0.027948681,-0.15602836879432624,0.1
2024-03-20,BLDE,0.02716792,0.13684210526315788,0.1
2024-03-20,UPST,0.027044315,-0.054969879518072196,0.1
2024-04-04,MVST,0.038124103,-0.10855798805862127,0.1
2024-04-04,HLF,0.035847835,0.12287581699346406,0.1
2024-04-04,IRON,0.033404917,0.01762711864406774,0.1
2024-04-04,TNXP,0.029924199,-0.15997859818084548,0.1
2024-04-04,AMLX,0.029770587,-0.2413793103448275,0.1
2024-04-04,SSRM,0.027946174,0.0843881856540083,0.1
2024-04-04,BNED,0.027645014,-0.6651063829787234,0.1
2024-04-04,INOD,0.02732239,-0.1556195965417867,0.1
2024-04-04,PGY,0.026678905,-0.05227492739593431,0.1
2024-04-04,XMTR,0.026329067,-0.08128219805380643,0.1
2024-04-18,GL,0.036954682,0.21969230769230763,0.1
2024-04-18,UPXI,0.036126785,-0.08837675350701402,0.1
2024-04-18,BNED,0.034793515,-0.08513341804320196,0.1
2024-04-18,EYPT,0.03426323,0.13942857142857146,0.1
2024-04-18,ENVX,0.033145603,0.5757016809918614,0.1
2024-04-18,PERI,0.031028178,0.1372896368467671,0.1
2024-04-18,COMM,0.030633215,0.10526315789473695,0.1
2024-04-18,AMLX,0.029204655,0.010101010101010166,0.1
2024-04-18,MVST,0.029065456,-0.18530545971179224,0.1
2024-04-18,IRON,0.028186627,-0.03397734843437705,0.1
2024-05-02,FSLY,0.043083828,0.011376564277588264,0.1
2024-05-02,XPEL,0.042836275,0.027997565429093152,0.1
2024-05-02,FRSH,0.035641756,-0.056578050443081174,0.1
2024-05-02,LEG,0.035082575,-0.09734513274336287,0.1
2024-05-02,UPXI,0.033868026,-0.07672015827654433,0.1
2024-05-02,COMM,0.030152522,0.12380952380952381,0.1
2024-05-02,GL,0.029207714,0.05877901109989914,0.1
2024-05-02,MVST,0.02900149,0.04359740906826115,0.1
2024-05-02,CVS,0.028858252,0.042973708068902994,0.1
2024-05-02,EYPT,0.028576486,-0.3721163490471415,0.1
2024-05-16,CRNC,0.040310234,-0.296523517382413,0.1
2024-05-16,ATNF,0.03655132,-0.018181818181818077,0.1
